Customer_ID,cluster_kmeans,dist_to_centroid,Age,Gender,Married,Dependents,Contract,Tenure_in_Months,Offer,Payment_Method,Monthly_Charge,Total_Charges,Avg_Monthly_GB_Download,Total_Long_Distance_Charges,Total_Revenue,Internet_Service,Streaming_TV,Streaming_Movies,Streaming_Music,Premium_Tech_Support,Device_Protection_Plan,Online_Security,Online_Backup,Referred_a_Friend,Number_of_Referrals,Satisfaction_Score,Unlimited_Data,Paperless_Billing,tenure_bucket,avg_revenue_per_month,total_spend_ratio,is_high_spender,num_services,monthly_charge_x_tenure,log_total_revenue
7517-SAWMO,0,1565.7480641413126,31,Female,1,0,Month-to-Month,19,Offer D,Bank Withdrawal,73.2,1441.1,22,489.25,1930.35,1,0,0,0,0,0,1,0,1,1,2,1,1,12-24 Months,101.59736842105262,0.7465485533711503,0,2,1390.8,7.565974519240796
9755-JHNMN,2,621.7026922506982,37,Female,0,0,Two Year,49,No Offer,Bank Withdrawal,67.4,3306.85,23,1002.05,4308.9,1,0,0,0,1,1,1,1,0,0,3,1,0,48+ Months,87.93673469387754,0.7674464480493862,0,5,3302.6000000000004,8.368669980972477
5231-FIQPA,0,202.5636718757014,53,Female,0,0,Two Year,41,No Offer,Credit Card,19.85,810.45,0,95.12,905.57,0,0,0,0,0,0,0,0,0,0,5,0,1,24-48 Months,22.08707317073171,0.8949611846682201,0,0,813.85,6.809668247290809
2782-LFZVW,0,56.959368880890906,52,Female,0,0,Month-to-Month,11,Offer D,Credit Card,58.95,601.6,10,270.27,941.87,1,0,1,1,0,0,0,0,0,0,4,0,1,0-12 Months,85.62454545454545,0.638729336320299,0,3,648.45,6.8489284152298655
4289-DTDKW,2,1885.2638200687968,54,Male,1,0,Month-to-Month,40,Offer B,Bank Withdrawal,101.3,4113.1,4,902.4,5015.5,1,1,1,1,0,0,0,1,1,1,1,1,1,24-48 Months,125.3875,0.8200777589472635,1,5,4052.0,8.520487758365668
5089-IFSDP,1,2.5729024302681864,39,Female,1,0,Two Year,58,Offer B,Bank Withdrawal,109.45,6144.55,24,1623.42,7767.97,1,1,1,1,0,1,1,1,1,1,1,1,1,48+ Months,133.9305172413793,0.7910110363454029,1,7,6348.1,8.957892873442129
8660-BUETV,0,919.7856159851663,37,Female,0,0,Month-to-Month,3,No Offer,Credit Card,44.75,148.05,13,104.67,262.72,1,0,0,0,0,0,0,0,0,0,5,0,0,0-12 Months,87.57333333333334,0.5635277101096224,0,1,134.25,5.574887934245099
5356-CSVSQ,0,849.6393005463378,20,Female,0,0,Month-to-Month,3,No Offer,Bank Withdrawal,64.6,174.2,48,122.97,297.17,1,1,0,0,1,0,0,0,0,0,5,1,0,0-12 Months,99.05666666666667,0.586196453208601,0,3,193.79999999999998,5.697663793648024
3161-ONRWK,2,2989.440382806105,35,Male,1,0,One Year,60,Offer B,Bank Withdrawal,65.85,3928.3,30,2614.2,6542.5,1,0,0,0,1,1,1,1,1,4,3,1,1,48+ Months,109.04166666666667,0.6004279709591135,0,5,3950.9999999999995,8.786227469495536
5934-TSSAU,2,1996.7366593117338,51,Female,1,1,Month-to-Month,23,Offer D,Credit Card,75.3,1702.9,75,1120.79,2823.69,1,0,0,0,0,1,0,0,1,6,5,1,1,12-24 Months,122.76913043478261,0.6030761167125287,0,2,1731.8999999999999,7.946153903045995
4785-NKHCX,0,971.1536922940395,65,Male,0,0,One Year,5,Offer E,Bank Withdrawal,20.05,94.15,0,150.7,244.85,0,0,0,0,0,0,0,0,0,0,5,0,0,0-12 Months,48.97,0.3845211353890137,0,0,100.25,5.504721593857949
7599-NTMDP,2,604.2557559388063,32,Female,1,1,Two Year,62,Offer B,Bank Withdrawal,48.7,3008.55,26,0.0,3128.55,1,1,0,0,1,0,1,1,1,6,3,0,0,48+ Months,50.46048387096774,0.9616435729011843,0,5,3019.4,8.048644503230255
2692-BUCFV,2,601.2037528421799,79,Male,0,0,One Year,29,Offer C,Bank Withdrawal,101.45,2948.6,21,191.11,3199.71,1,1,1,0,0,1,0,1,0,0,4,0,1,24-48 Months,110.3348275862069,0.9215210128417888,1,5,2942.05,8.0711279391772
2000-DHJUY,1,188.2857862859155,67,Female,1,0,Two Year,70,Offer A,Bank Withdrawal,92.2,6474.45,21,1306.9,7781.35,1,1,1,1,1,1,1,1,1,1,4,1,1,48+ Months,111.16214285714287,0.8320471383500292,1,8,6454.0,8.95961362811781
4501-UYKBC,2,284.0196711447759,65,Female,0,0,One Year,46,No Offer,Credit Card,69.1,3255.35,26,737.84,3993.19,1,0,1,1,1,1,0,0,0,0,3,1,1,24-48 Months,86.80847826086956,0.8152254212797287,0,5,3178.6,8.292596084201316
5502-RLUYV,1,2724.725115977699,42,Female,1,0,Month-to-Month,69,No Offer,Bank Withdrawal,103.95,7446.9,27,2566.8,10013.7,1,1,1,1,0,1,0,1,1,1,2,1,1,48+ Months,145.12608695652176,0.7436711704964198,1,6,7172.55,9.211809292583858
0461-CVKMU,2,1844.9815619219855,45,Female,1,0,Month-to-Month,23,No Offer,Bank Withdrawal,83.8,1900.25,28,892.63,2792.88,1,0,0,0,1,1,0,1,0,0,1,1,0,12-24 Months,121.42956521739131,0.6803908510211681,1,4,1927.3999999999999,7.935186589717757
2169-RRLFW,2,1996.1474287212052,48,Female,1,0,Two Year,71,No Offer,Credit Card,25.6,1888.25,0,793.78,2682.03,0,0,0,0,0,0,0,0,1,3,5,0,0,48+ Months,37.775070422535215,0.7040376133003732,0,0,1817.6000000000001,7.894702031876343
7341-LXCAF,0,587.0069453597125,24,Male,1,0,Month-to-Month,4,No Offer,Bank Withdrawal,74.65,301.4,30,194.56,495.96,1,0,0,0,0,0,0,0,1,8,1,1,1,0-12 Months,123.99,0.6077102992176788,0,1,298.6,6.208509539960322
9207-ZPANB,2,1236.929589308693,42,Male,0,0,One Year,37,Offer C,Bank Withdrawal,67.45,2443.3,14,482.48,2925.78,1,0,0,0,1,1,1,1,0,0,3,1,0,24-48 Months,79.07513513513514,0.8350935477035184,0,5,2495.65,7.98165812158486
8481-YYXWG,0,436.0695502724311,30,Female,0,0,Month-to-Month,5,Offer E,Bank Withdrawal,89.35,461.7,69,50.55,512.25,1,0,1,1,1,0,0,1,0,0,3,1,1,0-12 Months,102.45,0.9013177159590043,1,5,446.75,6.240763055899043
5998-DZLYR,1,925.2162890365662,55,Female,1,0,Two Year,61,Offer B,Bank Withdrawal,94.35,5703.0,13,1533.54,7206.66,1,0,1,1,1,0,0,1,1,1,5,1,1,48+ Months,118.14196721311475,0.7913513333499846,1,5,5755.349999999999,8.882899628364322
4553-DVPZG,1,566.4454121233512,30,Female,1,0,Month-to-Month,62,Offer B,Bank Withdrawal,101.35,6164.7,82,933.72,7098.42,1,1,1,1,0,1,0,0,1,10,5,1,1,48+ Months,114.49064516129032,0.8684608687567092,1,5,6283.7,8.86776836955174
7560-QRBXH,0,704.7136403970162,32,Female,0,0,One Year,48,No Offer,Mailed Check,19.95,936.7,0,441.12,1377.82,0,0,0,0,0,0,0,0,0,0,3,0,0,48+ Months,28.704583333333332,0.6798420693559392,0,0,957.5999999999999,7.228983339904494
0151-ONTOV,0,1102.494311855835,43,Female,0,0,Month-to-Month,1,Offer E,Mailed Check,70.9,70.9,23,39.81,110.71,1,0,0,0,0,0,0,0,0,0,1,1,0,0-12 Months,110.71,0.6404118869117515,0,1,70.9,4.715906227582757
9209-NWPGU,2,202.5980892402947,42,Male,0,0,One Year,44,Offer B,Bank Withdrawal,65.4,2774.55,2,1539.12,4313.67,1,1,0,0,1,0,1,0,0,0,3,1,0,24-48 Months,98.03795454545455,0.6431994102469591,0,4,2877.6000000000004,8.36977612318858
4881-GQJTW,0,661.7059659144838,64,Male,0,0,Month-to-Month,14,Offer D,Credit Card,19.6,300.4,0,119.56,419.96,0,0,0,0,0,0,0,0,0,0,4,0,0,12-24 Months,29.997142857142855,0.7153062196399657,0,0,274.40000000000003,6.042537817291983
4063-EIKNQ,0,692.6985396285468,33,Male,1,1,Month-to-Month,11,No Offer,Bank Withdrawal,20.95,267.35,0,173.03,422.21,0,0,0,0,0,0,0,0,1,1,3,0,0,0-12 Months,38.38272727272727,0.6332156983491628,0,0,230.45,6.047868509754521
7903-CMPEY,0,1104.4206762031945,78,Male,1,0,Month-to-Month,1,No Offer,Bank Withdrawal,80.3,80.3,21,17.51,97.81,1,0,0,0,0,0,1,0,1,1,1,1,1,0-12 Months,97.81,0.8209794499539924,1,2,80.3,4.593198814206872
1098-KFQEC,0,1806.66452238199,24,Female,1,1,Two Year,55,No Offer,Credit Card,19.4,1083.0,0,1526.25,2609.25,0,0,0,0,0,0,0,0,1,8,5,0,0,48+ Months,47.44090909090909,0.4150617993676344,0,0,1067.0,7.86720128117022
1194-SPVSP,0,1199.9100161879487,20,Male,0,0,Month-to-Month,1,No Offer,Bank Withdrawal,19.65,19.65,0,27.88,47.53,0,0,0,0,0,0,0,0,0,0,3,0,0,0-12 Months,47.53,0.4134231011992425,0,0,19.65,3.882182163417125
9906-NHHVC,2,157.0036040548173,75,Female,0,0,Two Year,65,Offer B,Bank Withdrawal,53.5,3517.9,9,0.0,3517.9,1,1,1,0,0,1,0,1,0,0,3,1,1,48+ Months,54.121538461538464,1.0,0,5,3477.5,8.165903719753842
9972-EWRJS,2,893.49533356709,56,Female,1,1,Two Year,67,Offer A,Bank Withdrawal,19.25,1372.9,0,3266.25,4639.15,0,0,0,0,0,0,0,0,1,2,4,0,1,48+ Months,69.2410447761194,0.29593783343931546,0,0,1289.75,8.442501972283983
5760-FXFVO,0,281.0540627270834,55,Male,0,0,Month-to-Month,6,Offer E,Bank Withdrawal,78.95,494.95,28,177.12,672.07,1,0,0,0,0,0,1,1,0,0,3,1,1,0-12 Months,112.01166666666667,0.736456023926079,0,3,473.70000000000005,6.511849336122939
5986-WWXDV,0,1581.8477783573626,42,Male,0,0,One Year,39,No Offer,Bank Withdrawal,19.35,779.2,0,1895.79,2674.99,0,0,0,0,0,0,0,0,0,0,3,0,0,24-48 Months,68.58948717948718,0.2912908085637704,0,0,754.6500000000001,7.8920746843203595
4927-WWOOZ,0,871.047584728829,39,Male,1,0,Month-to-Month,2,No Offer,Bank Withdrawal,91.45,171.45,20,98.82,280.27,1,1,0,0,0,1,0,0,0,0,5,0,1,0-12 Months,140.135,0.6117315445820102,1,3,182.9,5.639315062101466
6331-EWIEB,0,1704.9206659107476,49,Male,0,0,Month-to-Month,20,Offer D,Bank Withdrawal,85.25,1734.5,25,27.2,1761.7,1,1,0,0,0,0,0,0,0,0,2,1,1,12-24 Months,88.08500000000001,0.9845603678265311,1,2,1705.0,7.4746020034259075
9625-QSTYE,0,459.798332229303,37,Female,0,0,Month-to-Month,13,No Offer,Bank Withdrawal,81.15,952.3,4,49.92,1002.22,1,0,0,0,0,1,0,1,0,0,1,1,1,12-24 Months,77.09384615384616,0.9501905769192392,1,3,1054.95,6.910970105884079
5175-AOBHI,0,882.4308574503984,48,Female,0,0,Month-to-Month,4,No Offer,Mailed Check,46.0,193.6,16,60.28,253.88,1,0,0,0,0,0,0,0,0,0,1,1,1,0-12 Months,63.47,0.7625649913344887,0,1,184.0,5.540792846161739
3318-NMQXL,0,758.4457134944146,58,Male,0,0,Month-to-Month,3,Offer E,Bank Withdrawal,92.0,266.8,9,46.8,313.6,1,1,1,1,0,0,0,0,0,0,3,1,1,0-12 Months,104.53333333333335,0.8507653061224489,1,4,276.0,5.751301990624177
9019-QVLZD,0,1087.2239534209175,58,Female,0,0,Month-to-Month,1,No Offer,Bank Withdrawal,79.55,79.55,15,32.13,121.68,1,1,0,0,0,0,0,0,0,0,2,0,0,0-12 Months,121.68,0.6537639710716633,0,2,79.55,4.809579339246051
4032-RMHCI,0,1169.8080376613898,37,Female,1,1,One Year,41,Offer B,Credit Card,35.4,1412.4,16,0.0,1412.4,1,0,0,0,0,1,1,0,1,1,4,1,0,24-48 Months,34.44878048780488,1.0,0,3,1451.3999999999999,7.253753428256754
6959-GQEGV,2,211.91252517938915,61,Male,0,0,Month-to-Month,45,No Offer,Bank Withdrawal,75.95,3273.8,6,466.2,3740.0,1,1,1,1,0,1,1,0,0,0,4,1,1,24-48 Months,83.11111111111111,0.8753475935828877,0,6,3417.75,8.227108234348146
7182-OVLBJ,1,683.8467460277088,32,Female,1,1,Two Year,62,No Offer,Bank Withdrawal,101.15,6638.35,52,1775.68,8444.03,1,1,1,1,0,0,1,0,1,4,3,0,1,48+ Months,136.19403225806454,0.7861589785919756,1,5,6271.3,9.041333381633459
2038-OEQZH,0,569.0919317428707,63,Male,0,0,Month-to-Month,4,No Offer,Bank Withdrawal,86.05,308.1,20,177.44,485.54,1,0,1,1,0,1,0,0,0,0,5,1,0,0-12 Months,121.385,0.6345512213205915,1,4,344.2,6.187319118184521
5032-MIYKT,0,1103.6238708901128,19,Female,0,0,Month-to-Month,1,No Offer,Credit Card,70.7,70.7,52,38.81,109.51,1,0,0,1,0,0,0,0,0,0,3,1,1,0-12 Months,109.51,0.6456031412656379,0,2,70.7,4.705106014600691
9867-NNXLC,0,129.5131695924979,43,Female,0,0,Month-to-Month,22,Offer D,Credit Card,20.05,470.2,0,746.24,1216.44,0,0,0,0,0,0,0,0,0,0,5,0,1,12-24 Months,55.29272727272728,0.3865377659399559,0,0,441.1,7.104505572428213
2519-ERQOJ,0,1815.0119393459568,74,Male,0,0,One Year,33,Offer C,Bank Withdrawal,54.6,1803.7,11,0.0,1803.7,1,1,1,0,1,1,0,0,0,0,4,1,1,24-48 Months,54.657575757575756,1.0,0,5,1801.8,7.498149651967252
4176-RELJR,2,2169.415271847355,73,Male,0,0,Two Year,67,No Offer,Credit Card,25.1,1672.15,0,984.23,2656.38,0,0,0,0,0,0,0,0,0,0,3,0,0,48+ Months,39.64746268656717,0.6294844864063124,0,0,1681.7,7.885095953975503
5598-IKHQQ,2,2261.5610720769873,39,Female,0,0,Two Year,72,Offer A,Credit Card,25.45,1866.45,0,486.0,2352.45,0,0,0,0,0,0,0,0,0,0,4,0,0,48+ Months,32.672916666666666,0.7934068736848818,0,0,1832.3999999999999,7.763637615661196
5839-SUYVZ,0,1242.326957201285,21,Male,0,0,Month-to-Month,16,No Offer,Credit Card,74.55,1170.5,82,613.12,1783.62,1,0,0,0,1,0,0,0,0,0,3,1,1,12-24 Months,111.47625,0.6562496495890381,0,2,1192.8,7.486960786396417
6689-VRRTK,1,1855.8542634556352,71,Female,0,0,One Year,44,No Offer,Credit Card,109.8,4860.35,2,2189.0,7049.35,1,1,1,0,0,1,1,1,0,0,3,1,1,24-48 Months,160.2125,0.6894749161270188,1,6,4831.2,8.860832539964093
8910-LEDAG,2,1321.5680688696723,72,Male,1,0,Two Year,34,No Offer,Credit Card,71.55,2427.35,8,441.32,2868.67,1,0,0,0,0,0,0,0,1,2,3,1,0,24-48 Months,84.37264705882353,0.8461586728344493,0,1,2432.7,7.961952319564266
0375-HVGXO,0,1196.670635828853,31,Female,0,0,Month-to-Month,1,Offer E,Bank Withdrawal,34.7,34.7,8,0.0,34.7,1,1,0,0,0,0,0,0,0,0,3,1,1,0-12 Months,34.7,1.0,0,2,34.7,3.5751506887855933
9025-ZRPVR,0,587.7037316295878,59,Male,0,0,Month-to-Month,9,Offer E,Credit Card,18.95,185.6,0,447.66,633.26,0,0,0,0,0,0,0,0,0,0,3,0,1,0-12 Months,70.36222222222221,0.29308656791839055,0,0,170.54999999999998,6.452458965008627
1324-NLTJE,0,276.2780729639462,73,Female,0,0,Month-to-Month,15,Offer D,Credit Card,55.0,757.1,19,257.85,1014.95,1,0,0,0,1,0,0,0,0,0,1,1,0,12-24 Months,67.66333333333334,0.7459480762599142,0,2,825.0,6.923579414329023
2967-MXRAV,0,1188.6774177926318,29,Male,1,0,One Year,1,No Offer,Mailed Check,18.8,18.8,0,43.57,62.37,0,0,0,0,0,0,0,0,1,9,3,0,0,0-12 Months,62.37,0.3014269680936348,0,0,18.8,4.148990563335426
3023-GFLBR,2,705.9180918350523,63,Female,1,0,Month-to-Month,33,No Offer,Credit Card,86.15,2745.7,28,473.22,3218.92,1,0,1,1,0,0,0,0,1,1,2,1,0,24-48 Months,97.5430303030303,0.8529879586942204,1,3,2842.9500000000003,8.077111793509323
9987-LUTYD,0,483.90585023583526,20,Female,0,0,One Year,13,Offer D,Credit Card,55.15,742.9,59,606.84,1349.74,1,0,0,1,1,0,1,0,0,0,4,1,0,12-24 Months,103.82615384615384,0.5504022997021648,0,4,716.9499999999999,7.208407869402304
2346-LOCWC,0,1952.6992567676516,52,Female,1,1,Two Year,58,No Offer,Credit Card,20.5,1191.4,0,1499.88,2654.36,0,0,0,0,0,0,0,0,1,10,4,0,0,48+ Months,45.7648275862069,0.4488464262571769,0,0,1189.0,7.884335517704448
9633-DENPU,2,1038.0631745851163,53,Female,1,0,Month-to-Month,47,No Offer,Bank Withdrawal,58.6,2723.4,18,150.4,2873.8,1,1,0,0,0,0,0,1,1,8,4,1,1,24-48 Months,61.14468085106383,0.9476651123947386,0,3,2754.2000000000003,7.963738385594287
8565-WUXZU,1,1117.9850051906806,77,Male,1,0,Two Year,72,No Offer,Credit Card,84.8,6141.65,2,396.72,6538.37,1,0,0,0,1,0,1,1,1,7,4,1,1,48+ Months,90.81069444444444,0.9393243270111663,1,4,6105.599999999999,8.785596109535955
7519-JTWQH,1,2233.541391265715,30,Female,0,0,Two Year,69,Offer A,Bank Withdrawal,110.5,7455.45,42,1650.48,9105.93,1,1,1,1,1,1,0,1,0,0,4,1,1,48+ Months,131.97,0.8187466848526179,1,7,7624.5,9.116790941143197
5485-WUYWF,0,1065.6608918130178,73,Male,0,0,Month-to-Month,2,No Offer,Bank Withdrawal,66.4,94.55,24,11.14,105.69,1,1,0,0,0,1,1,0,0,0,1,1,0,0-12 Months,52.845,0.8945974075125367,0,4,132.8,4.66992743320337
8348-JLBUG,1,2504.1043840428874,77,Male,1,0,One Year,64,No Offer,Credit Card,80.3,5017.7,16,951.68,5969.38,1,0,0,0,0,1,1,0,1,5,3,1,0,48+ Months,93.2715625,0.8405730578385024,1,3,5139.2,8.694565855952261
7989-CHGTL,0,1211.0713503167644,52,Male,0,0,Month-to-Month,1,Offer E,Credit Card,19.6,19.6,0,14.17,33.77,0,0,0,0,0,0,0,0,0,0,1,0,1,0-12 Months,33.77,0.5803968018951732,0,0,19.6,3.5487549460197703
4580-TMHJU,2,313.5168600404661,57,Female,1,0,Month-to-Month,43,No Offer,Bank Withdrawal,56.15,2499.3,20,1601.75,4101.05,1,1,0,0,0,0,0,0,1,3,2,1,0,24-48 Months,95.37325581395349,0.6094292924982626,0,2,2414.45,8.31924212773405
7328-ZJAJO,0,1239.7108976303643,19,Female,1,1,Two Year,59,No Offer,Credit Card,19.5,1222.65,0,561.09,1783.74,0,0,0,0,0,0,0,0,1,1,4,0,0,48+ Months,30.232881355932204,0.6854418244811464,0,0,1150.5,7.487028025341239
7938-OUHIO,0,674.660917903881,28,Male,0,0,Month-to-Month,3,Offer E,Bank Withdrawal,98.7,293.65,73,98.28,391.93,1,1,1,1,1,1,0,0,0,0,3,1,1,0-12 Months,130.64333333333335,0.7492409358814073,1,6,296.1,5.9736314789561895
5151-HQRDG,2,1536.313153462723,57,Male,1,0,Month-to-Month,37,No Offer,Mailed Check,55.05,2030.75,10,1014.17,3044.92,1,0,0,0,0,0,1,0,1,6,5,1,1,24-48 Months,82.29513513513514,0.6669304940688097,0,2,2036.85,8.02155826915748
9848-JQJTX,1,2143.6626267878764,52,Male,0,0,Two Year,72,Offer A,Bank Withdrawal,100.9,7459.05,12,1766.16,9225.21,1,1,1,1,0,1,0,1,0,0,3,1,1,48+ Months,128.12791666666666,0.8085506996588696,1,6,7264.8,9.129803625618964
2454-RPBRZ,0,874.0038489783183,67,Female,1,0,Month-to-Month,12,Offer D,Bank Withdrawal,98.1,1060.2,27,367.56,1378.7,1,1,0,0,0,1,0,1,1,1,3,1,1,12-24 Months,114.89166666666667,0.7689852759846232,1,4,1177.1999999999998,7.229621363213988
6303-KFWSL,2,2145.818030377729,28,Female,0,0,One Year,29,No Offer,Bank Withdrawal,55.25,1620.2,69,1141.15,2761.35,1,0,0,0,0,0,0,1,0,0,4,1,1,24-48 Months,95.21896551724137,0.586741992141525,0,2,1602.25,7.9238370457092495
0096-FCPUF,0,2048.2351429363525,58,Male,0,0,Month-to-Month,30,No Offer,Mailed Check,64.5,1888.45,15,79.2,1967.65,1,0,1,1,0,0,1,0,0,0,3,1,1,24-48 Months,65.58833333333334,0.9597489390897771,0,4,1935.0,7.5851033076331085
2235-ZGKPT,0,824.9583557388878,36,Female,1,1,Month-to-Month,4,No Offer,Credit Card,50.85,239.55,22,51.52,291.07,1,0,0,0,0,0,0,0,1,1,1,1,0,0-12 Months,72.7675,0.8229979042841928,0,1,203.4,5.676993499565986
1642-HMARX,1,179.15656716147623,45,Female,1,0,Two Year,68,Offer A,Bank Withdrawal,91.7,6424.7,5,1064.2,7488.9,1,1,1,1,1,1,1,1,1,10,3,1,1,48+ Months,110.13088235294117,0.8578963532695055,1,8,6235.6,8.921310725287292
3125-RAHBV,0,63.7922463154182,24,Male,0,0,One Year,22,Offer D,Credit Card,20.3,467.15,0,506.66,973.81,0,0,0,0,0,0,0,0,0,0,4,0,0,12-24 Months,44.2640909090909,0.47971370185149054,0,0,446.6,6.882242580213
3902-MIVLE,2,2814.572312827663,35,Male,1,0,Two Year,63,Offer B,Credit Card,75.7,4676.7,21,765.45,5442.15,1,0,1,1,1,1,1,0,1,3,3,1,0,48+ Months,86.38333333333333,0.8593478680300984,0,6,4769.1,8.602113216386279
9060-HJJRW,2,852.7608809828846,52,Female,0,0,One Year,51,No Offer,Credit Card,56.4,2928.5,24,0.0,2928.5,1,1,1,1,0,1,0,1,0,0,4,1,1,48+ Months,57.42156862745098,1.0,0,6,2876.4,7.9825870389848435
7030-FZTFM,1,4355.533323742415,31,Male,1,1,Two Year,72,Offer A,Credit Card,110.9,7922.75,11,3263.04,11315.79,1,1,1,1,1,1,0,1,1,5,4,0,0,48+ Months,157.16375000000002,0.7001499674348852,1,7,7984.8,9.334042742639316
7895-VONWT,0,902.1550745006834,20,Female,0,0,Month-to-Month,25,Offer C,Bank Withdrawal,48.25,1293.8,59,0.0,1293.8,1,1,1,1,0,1,0,0,0,0,5,1,1,24-48 Months,51.751999999999995,1.0,0,5,1206.25,7.1661115220520895
6322-HRPFA,2,572.1179560880721,42,Male,1,1,Month-to-Month,49,Offer B,Credit Card,59.6,2970.3,30,259.21,3229.51,1,0,0,0,1,0,1,1,1,3,3,1,0,48+ Months,65.90836734693877,0.9197370498930179,0,4,2920.4,8.080395298489483
7216-KAOID,0,1406.5955923339047,27,Male,1,1,One Year,41,Offer B,Bank Withdrawal,19.5,798.2,0,1620.73,2418.93,0,0,0,0,0,0,0,0,1,8,4,0,0,24-48 Months,58.998292682926824,0.32998061126200434,0,0,799.5,7.791493893112544
3128-YOVTD,2,1143.8409507739832,29,Female,1,1,Month-to-Month,51,No Offer,Bank Withdrawal,79.15,4018.55,71,129.03,4147.58,1,0,0,0,0,0,1,1,1,6,3,1,1,48+ Months,81.32509803921569,0.968890292652583,0,3,4036.65,8.330521385996986
9817-APLHW,0,703.6903789120033,37,Male,0,0,Month-to-Month,12,Offer D,Bank Withdrawal,25.0,316.2,0,27.48,343.68,0,0,0,0,0,0,0,0,0,0,4,0,0,12-24 Months,28.64,0.9200418994413407,0,0,300.0,5.842616450371566
9796-BPKIW,0,25.22867368835432,67,Male,0,0,Two Year,8,No Offer,Credit Card,69.95,562.7,6,340.24,902.94,1,0,0,0,0,0,0,0,0,0,3,1,1,0-12 Months,112.8675,0.6231864797217977,0,1,559.6,6.806762986508063
5032-USPKF,2,386.8284277459859,57,Female,0,0,One Year,38,No Offer,Bank Withdrawal,84.1,3187.65,13,954.18,4141.83,1,1,1,1,0,1,1,1,0,0,3,1,0,24-48 Months,108.99552631578948,0.7696235721891048,1,7,3195.7999999999997,8.329134408167697
7665-NKLAV,0,1335.7689775750237,19,Female,1,1,Two Year,36,No Offer,Credit Card,40.65,1547.35,71,0.0,1547.35,1,0,0,0,1,1,1,0,1,5,4,1,0,24-48 Months,42.981944444444444,1.0,0,4,1463.3999999999999,7.344945126784543
2990-OGYTD,1,1742.8581405253544,41,Female,1,0,Two Year,67,Offer A,Bank Withdrawal,86.15,5883.85,23,214.4,6098.25,1,1,1,1,1,1,0,1,1,1,5,1,0,48+ Months,91.01865671641791,0.9648423728118724,1,7,5772.05,8.71592109178266
1980-KXVPM,0,777.5798746253358,68,Female,0,0,Month-to-Month,3,No Offer,Credit Card,75.05,256.25,30,71.46,327.71,1,0,0,0,0,0,0,0,0,0,1,1,1,0-12 Months,109.23666666666666,0.7819413505843582,0,1,225.14999999999998,5.795175903085411
2587-EKXTS,1,1939.5157211380492,48,Male,0,0,Month-to-Month,44,Offer B,Bank Withdrawal,111.5,4915.15,19,1955.8,6870.95,1,1,1,1,0,1,1,1,0,0,4,1,1,24-48 Months,156.15795454545454,0.7153523166374373,1,7,4906.0,8.83520318773541
1460-UZPRJ,2,2248.944170892906,39,Male,1,0,Two Year,60,No Offer,Credit Card,19.95,1258.15,0,1808.4,3066.55,0,0,0,0,0,0,0,0,1,7,4,0,0,48+ Months,51.10916666666667,0.4102819128988603,0,0,1197.0,8.028634476370724
8331-ZXFOE,1,2673.914226228383,56,Female,0,0,One Year,58,No Offer,Credit Card,71.1,4299.2,7,2455.14,6754.34,1,0,0,0,1,1,1,1,0,0,3,1,1,48+ Months,116.45413793103448,0.6365092666344898,0,5,4123.799999999999,8.818088582214234
8039-ACLPL,1,2807.644850527863,29,Female,1,0,Two Year,72,Offer A,Credit Card,68.75,4888.2,59,887.04,5775.24,1,0,1,1,0,1,1,1,1,6,3,1,0,48+ Months,80.21166666666666,0.8464063831113512,0,6,4950.0,8.66150823095597
5360-XGYAZ,2,2202.7523267308425,32,Male,1,1,Two Year,72,No Offer,Bank Withdrawal,65.65,4664.5,16,0.0,4724.5,1,1,1,1,1,1,1,1,1,1,3,0,1,48+ Months,65.61805555555556,0.9873002434120013,0,8,4726.8,8.46072865443511
0455-ENTCR,1,126.98606346635916,58,Male,1,0,Two Year,66,No Offer,Bank Withdrawal,85.25,5538.35,21,2828.1,8366.45,1,1,1,1,1,0,1,1,1,1,4,1,0,48+ Months,126.76439393939395,0.661971325950672,1,7,5626.5,9.032104457567181
5393-RXQSZ,0,1104.164008975058,40,Male,0,0,Month-to-Month,1,No Offer,Bank Withdrawal,79.6,79.6,22,19.32,98.92,1,0,1,1,0,0,0,0,0,0,3,1,0,0-12 Months,98.92,0.8046906591184795,0,3,79.6,4.604369865817322
8043-PNYSD,0,1398.3618680757331,48,Male,1,1,Two Year,63,Offer B,Mailed Check,19.55,1245.6,0,672.21,1917.81,0,0,0,0,0,0,0,0,1,4,5,0,0,48+ Months,30.44142857142857,0.6494908254728049,0,0,1231.65,7.559460481204906
1818-ESQMW,2,880.7841451602492,31,Female,0,0,Month-to-Month,27,Offer C,Bank Withdrawal,89.2,2383.6,2,1069.74,3453.34,1,0,1,1,1,1,0,0,0,0,3,1,1,24-48 Months,127.90148148148148,0.6902303277406799,1,5,2408.4,8.147386690457312
2609-IAICY,0,1094.9171891357291,32,Female,0,0,Month-to-Month,1,No Offer,Bank Withdrawal,77.15,77.15,19,27.7,114.85,1,0,0,0,0,0,0,0,0,0,3,0,1,0-12 Months,114.85,0.6717457553330431,0,1,77.15,4.752296250878385
4291-SHSBH,0,335.1260635662261,25,Male,0,0,Month-to-Month,7,Offer E,Bank Withdrawal,69.55,521.35,52,62.65,584.0,1,0,0,0,0,0,0,0,0,0,3,1,1,0-12 Months,83.42857142857143,0.892722602739726,0,1,486.84999999999997,6.371611847231857
